name,age,gender,year,course,sleeping_time,wake_time,study_hours_per_day,diet,cleanliness,noise_tolerance,guest_freq,introvert_extrovert,study_time,friends_in_room
Gunjan Chaubey,20,Female,3rd year,Electrical Engineering,10:00 PM,6:30 AM,6,eggetarian,4,2,sometimes,2,morning,Yes
Satwik Sirohi,18,Male,1st year,Psychology,1:00 AM,8:00 AM,2,nonveg,3,5,sometimes,4,afternoon,Yes
Karan Devi,18,Female,1st year,Biology,11:00 PM,6:30 AM,5,veg,2,2,never,2,morning,No
Nethaji Gayathri,20,Female,3rd year,Mechanical Engineering,11:00 PM,7:00 AM,7,eggetarian,3,2,never,2,morning,No
Bhawna Gupta,20,Non-binary,2nd year,Mechanical Engineering,12:00 AM,8:00 AM,4,veg,3,1,never,2,afternoon,No
Akshat Fathima,21,Female,4th year,Mathematics,1:30 AM,9:00 AM,2,nonveg,2,4,often,4,night,No
Amar Sirohi,18,Male,1st year,Computer Science,2:00 AM,10:00 AM,2,no_pref,5,2,sometimes,2,night,No
Garv Sutariya,21,Male,4th year,Electrical Engineering,12:00 AM,8:00 AM,4,no_pref,4,2,sometimes,3,afternoon,No
Sekhar Koppula,18,Non-binary,1st year,Business Administration,1:00 AM,9:00 AM,6,veg,2,2,never,1,night,No
Atiq Kanchapu,19,Female,2nd year,Mechanical Engineering,2:00 AM,10:00 AM,3,eggetarian,3,5,sometimes,5,night,Yes
Deepak Sain,18,Male,1st year,Electrical Engineering,10:00 PM,6:00 AM,5,nonveg,4,2,sometimes,2,morning,No
Purnima Putta,20,Male,4th year,Biology,12:30 AM,8:30 AM,4,veg,3,3,sometimes,3,night,Yes
Vangara Sawlani,19,Male,2nd year,Business Administration,1:30 AM,10:00 AM,4,nonveg,2,3,sometimes,3,night,No
Deepak Bhadauria,18,Female,1st year,Psychology,12:00 AM,8:30 AM,4,nonveg,3,4,never,4,night,No
Sulochana Katta,18,Female,1st year,Chemistry,12:30 AM,7:30 AM,5,nonveg,3,3,sometimes,3,night,Yes
Shatakshi Goswami,20,Male,3rd year,Mechanical Engineering,11:30 PM,6:30 AM,2,nonveg,4,4,often,4,afternoon,Yes
Gaush Bhattacharjee,18,Male,1st year,Mechanical Engineering,10:30 PM,7:00 AM,5,veg,3,2,sometimes,2,morning,No
Tanpreet Pokhriyal,21,Male,4th year,Psychology,3:00 AM,11:00 AM,4,veg,3,4,often,3,night,Yes
Sajmi Gupta,18,Male,1st year,Computer Science,11:30 PM,6:30 AM,3,nonveg,4,3,sometimes,4,afternoon,Yes
Shagun Patra,19,Male,2nd year,Psychology,12:30 AM,7:00 AM,5,veg,4,2,never,2,night,No
Sapna Kulal,20,Male,3rd year,Chemistry,11:00 PM,8:00 AM,1,veg,5,4,sometimes,5,afternoon,Yes
Naseer Gangwal,18,Male,1st year,Electrical Engineering,1:30 AM,9:30 AM,4,no_pref,4,2,sometimes,1,night,No
Mini Gite,19,Female,2nd year,Biology,11:00 PM,7:30 AM,4,eggetarian,3,2,sometimes,3,morning,Yes
Shraddha Sawlani,19,Male,2nd year,Mathematics,11:30 PM,7:00 AM,4,veg,4,2,never,1,afternoon,No
Sujan Aleem,18,Male,1st year,English Literature,11:30 PM,7:30 AM,5,nonveg,4,2,sometimes,2,night,No
Kanha Mahajan,19,Female,2nd year,Psychology,12:00 AM,7:30 AM,3,veg,4,3,sometimes,4,afternoon,Yes
Yusuf Jassal,19,Male,3rd year,Computer Science,2:00 AM,10:00 AM,1,nonveg,3,3,sometimes,4,night,Yes
Pallavi Bhatia,21,Female,4th year,Mechanical Engineering,3:00 AM,10:30 AM,6,eggetarian,2,2,sometimes,1,night,Yes
Nishu Haokip,21,Male,4th year,Mechanical Engineering,10:30 PM,6:00 AM,7,nonveg,4,1,sometimes,1,morning,No
Shaad Rakhecha,18,Male,1st year,Electrical Engineering,1:00 AM,10:00 AM,4,nonveg,4,5,sometimes,3,night,No
Tarun Manchikanti,21,Male,3rd year,Mechanical Engineering,1:00 AM,8:00 AM,2,nonveg,4,4,often,4,night,No
Jodha Gurnani,20,Female,3rd year,Electrical Engineering,2:30 AM,9:30 AM,4,veg,2,2,sometimes,3,night,No
Harshita Mahalka,21,Male,3rd year,Mechanical Engineering,11:00 PM,5:30 AM,4,nonveg,4,3,sometimes,3,afternoon,Yes
Apoorva Pokhriyal,21,Female,4th year,Mathematics,1:30 AM,9:30 AM,3,nonveg,4,5,often,4,night,Yes
Kishor Agarwal,19,Female,2nd year,Computer Science,10:00 PM,6:30 AM,1,nonveg,4,5,sometimes,4,morning,Yes
Hammaad Balmiki,17,Female,1st year,Computer Science,10:00 PM,6:00 AM,7,nonveg,4,4,never,1,morning,Yes
Priyesh Kothari,21,Female,4th year,Psychology,1:00 AM,8:30 AM,3,veg,4,4,often,4,night,Yes
Sayan Kavi,20,Female,3rd year,English Literature,10:00 PM,5:30 AM,1,veg,4,4,sometimes,4,morning,Yes
Kushan Puri,18,Female,1st year,Chemistry,11:00 PM,5:30 AM,5,veg,3,3,never,1,morning,No
Lalit Bugalia,21,Female,3rd year,Psychology,1:00 AM,10:00 AM,5,nonveg,3,3,sometimes,4,night,Yes
Shailesh Goswami,19,Male,2nd year,Business Administration,2:30 AM,10:30 AM,4,nonveg,4,1,sometimes,1,night,No
Aakash Bindal,22,Male,4th year,Mechanical Engineering,10:30 PM,6:00 AM,4,nonveg,3,3,sometimes,3,afternoon,Yes
Akshat Singhania,21,Female,4th year,Biology,11:00 PM,6:30 AM,5,veg,2,3,often,3,afternoon,No
Poornima Sah,17,Male,1st year,Business Administration,11:30 PM,7:00 AM,3,vegan,3,5,sometimes,4,afternoon,Yes
Anshika Rishiraj,19,Male,1st year,Mathematics,2:30 AM,10:30 AM,5,veg,3,4,never,2,night,No
Naman Chaudhari,21,Male,4th year,Business Administration,11:00 PM,6:30 AM,9,nonveg,2,2,never,1,morning,No
Noopur Agarawal,19,Male,1st year,Biology,12:00 AM,7:00 AM,4,veg,5,4,sometimes,3,afternoon,Yes
Aviral Aenugu,19,Male,3rd year,Mathematics,10:30 PM,6:30 AM,6,veg,3,2,never,2,morning,Yes
Aakanksha Sirohi,21,Female,3rd year,Business Administration,1:30 AM,10:00 AM,3,no_pref,4,3,sometimes,4,night,Yes
Rishab Ray,18,Female,1st year,Business Administration,9:30 PM,5:00 AM,4,nonveg,4,1,sometimes,1,morning,No
Srasti Verma,19,Male,2nd year,Electrical Engineering,11:00 PM,7:00 AM,1,nonveg,4,5,sometimes,4,morning,Yes
Rouby Rasheed,21,Female,4th year,Mathematics,10:00 PM,5:30 AM,6,nonveg,3,2,never,2,morning,No
Riya Keshri,20,Non-binary,3rd year,Mathematics,10:30 PM,6:00 AM,6,nonveg,1,4,sometimes,3,morning,Yes
Swasti Tejaswini,18,Female,1st year,Mathematics,1:00 AM,8:00 AM,3,nonveg,2,3,sometimes,2,night,No
Parth Surabhi,21,Male,4th year,Mechanical Engineering,10:30 PM,6:00 AM,3,veg,3,3,sometimes,3,morning,Yes
Manshi Gayathri,18,Female,1st year,Electrical Engineering,11:30 PM,7:00 AM,3,nonveg,4,2,never,3,morning,No
Divyam Khokhar,20,Female,4th year,Mathematics,10:00 PM,4:30 AM,2,veg,3,3,sometimes,3,morning,No
Virat Kanchapu,18,Male,1st year,Computer Science,12:00 AM,6:30 AM,4,nonveg,3,4,never,4,night,No
Prabhjot Tandon,19,Non-binary,2nd year,Computer Science,11:00 PM,7:00 AM,4,nonveg,2,3,sometimes,3,morning,No
Shatakshi Prabhu,19,Female,2nd year,Chemistry,10:00 PM,6:30 AM,2,nonveg,4,3,never,3,morning,No
Tariq Keshwani,19,Female,3rd year,English Literature,12:30 AM,8:30 AM,6,nonveg,3,2,never,2,afternoon,No
Mugdha Ruqaiya,20,Male,3rd year,Mathematics,10:30 PM,6:00 AM,2,veg,3,5,sometimes,5,afternoon,No
Pushkar Shinde,20,Female,4th year,Mathematics,11:00 PM,6:00 AM,5,nonveg,2,2,sometimes,2,morning,No
Ramkrishna Saini,21,Male,4th year,Biology,1:30 AM,7:30 AM,2,veg,3,5,sometimes,5,night,Yes
Nemi Sarraf,21,Male,4th year,Electrical Engineering,3:00 AM,11:00 AM,5,nonveg,3,2,sometimes,3,night,Yes
Pranidhi Sura,19,Male,3rd year,Mathematics,10:30 PM,7:30 AM,4,nonveg,2,2,sometimes,3,afternoon,No
Kanika Theratipally,20,Male,2nd year,Business Administration,12:00 AM,8:00 AM,4,nonveg,1,4,often,3,afternoon,Yes
Kalash Durgavansh,21,Male,4th year,Business Administration,1:30 AM,8:00 AM,4,nonveg,5,1,sometimes,3,night,No
Akhand Mehrotra,18,Male,1st year,Electrical Engineering,10:00 PM,6:30 AM,6,eggetarian,4,2,sometimes,1,morning,No
Sanjeeda Dev,19,Male,3rd year,Computer Science,1:00 AM,9:00 AM,7,nonveg,3,1,sometimes,2,night,No
Jaykant Narala,22,Male,4th year,Computer Science,12:00 AM,7:30 AM,2,veg,4,3,often,5,afternoon,Yes
Aanchal Azmi,19,Female,2nd year,Electrical Engineering,1:00 AM,9:30 AM,3,nonveg,4,4,often,4,night,Yes
Aeman Bano,18,Female,1st year,Biology,9:30 PM,5:30 AM,6,veg,4,2,sometimes,1,morning,No
Dhruv Bharadwaj,19,Female,2nd year,English Literature,12:00 AM,8:30 AM,5,nonveg,4,4,sometimes,3,afternoon,No
Sweta Chakrabortty,21,Female,4th year,Chemistry,10:30 PM,6:00 AM,7,nonveg,3,2,never,2,morning,No
Deependra Teja,20,Female,4th year,Psychology,11:00 PM,6:30 AM,7,nonveg,3,2,sometimes,2,morning,Yes
Prajeeth Dhinoja,18,Female,2nd year,English Literature,11:30 PM,7:00 AM,3,no_pref,4,2,never,3,afternoon,No
Parul Prakash,20,Male,2nd year,Chemistry,10:00 PM,6:00 AM,1,nonveg,2,3,often,5,morning,Yes
Ravisankar Saraf,19,Female,3rd year,Chemistry,11:00 PM,6:30 AM,1,eggetarian,3,3,often,4,afternoon,Yes
Babli Suresh,21,Non-binary,4th year,Mathematics,11:30 PM,9:00 AM,6,nonveg,4,3,sometimes,2,afternoon,No
Mridul Dhaka,18,Female,1st year,Psychology,10:00 PM,5:00 AM,2,veg,1,5,sometimes,4,afternoon,Yes
Chaitanya Suman,17,Female,1st year,Chemistry,11:00 PM,8:00 AM,7,nonveg,3,1,sometimes,1,afternoon,Yes
Abhilasha Magdum,19,Non-binary,2nd year,English Literature,11:00 PM,7:00 AM,3,veg,4,2,sometimes,3,morning,Yes
Saumya Johari,21,Female,4th year,English Literature,2:00 AM,9:30 AM,6,veg,3,1,never,2,night,No
Kaushik Tekchandani,21,Male,4th year,Electrical Engineering,10:30 PM,4:30 AM,3,nonveg,3,5,sometimes,4,morning,Yes
Vigneshwaran Misra,20,Male,3rd year,Electrical Engineering,10:30 PM,6:30 AM,3,nonveg,2,3,sometimes,3,morning,Yes
Isha Nagraj,20,Male,3rd year,Electrical Engineering,12:00 AM,8:30 AM,2,nonveg,3,2,sometimes,1,afternoon,No
Rakesh Rawat,18,Male,1st year,Computer Science,2:00 AM,9:00 AM,2,nonveg,3,1,sometimes,3,night,Yes
Vigneshwaran Misra,19,Female,2nd year,Biology,1:00 AM,8:30 AM,5,nonveg,3,3,never,3,afternoon,No
Raghwendra Sitaram,19,Female,2nd year,Mathematics,11:00 PM,7:00 AM,2,nonveg,3,5,often,5,afternoon,Yes
Vaishali Azhar,18,Male,1st year,Mathematics,11:00 PM,5:30 AM,6,veg,3,2,never,2,morning,No
Rupal Chetan,20,Female,4th year,Biology,11:00 PM,5:30 AM,6,veg,5,2,never,2,afternoon,No
Shukant Sura,18,Female,1st year,Mathematics,11:00 PM,7:00 AM,6,veg,3,1,sometimes,2,morning,Yes
Atishay Tulshidas,21,Male,4th year,Biology,10:00 PM,5:30 AM,3,nonveg,3,4,sometimes,4,morning,No
Surajit Vishwakarma,18,Female,1st year,Psychology,11:30 PM,7:00 AM,5,nonveg,3,2,often,2,afternoon,Yes
Pradip Zope,18,Female,1st year,Mathematics,12:30 AM,7:30 AM,5,veg,4,4,sometimes,2,night,Yes
Nitin Chary,18,Male,1st year,Mathematics,10:30 PM,7:30 AM,3,veg,3,3,sometimes,3,morning,No
Aqsa Pant,17,Male,1st year,Psychology,10:30 PM,6:00 AM,6,veg,4,3,sometimes,3,morning,No
Shekhar Katta,21,Male,4th year,Chemistry,12:30 AM,8:30 AM,2,nonveg,3,4,sometimes,4,afternoon,Yes
Subodh Kar,18,Female,1st year,Mathematics,1:30 AM,10:30 AM,3,nonveg,4,5,sometimes,4,night,Yes
Shailesh Akolkar,18,Female,1st year,Psychology,11:00 PM,7:00 AM,7,nonveg,4,2,sometimes,2,night,Yes
Aswathy Praveenchand,18,Male,1st year,Electrical Engineering,9:30 PM,5:00 AM,3,nonveg,2,3,never,3,morning,No
Utpal Khaliq,20,Female,3rd year,English Literature,11:00 PM,6:30 AM,4,no_pref,2,2,never,2,morning,No
Chandran Juneja,19,Male,3rd year,Psychology,12:00 AM,8:30 AM,5,nonveg,4,2,never,2,night,No
Seshikanth Tibrewal,19,Male,2nd year,Computer Science,10:30 PM,6:30 AM,4,veg,3,3,sometimes,3,morning,No
Suchita Akolkar,21,Male,4th year,Mechanical Engineering,2:00 AM,10:00 AM,5,eggetarian,2,3,sometimes,2,night,No
Vibha Omkar,18,Male,1st year,Biology,12:30 AM,8:30 AM,2,nonveg,4,4,often,4,night,Yes
Kenisha Pundir,19,Male,1st year,Business Administration,2:00 AM,10:00 AM,7,nonveg,2,1,sometimes,2,night,No
Vinay Sirohi,19,Female,1st year,Biology,3:00 AM,11:00 AM,5,nonveg,5,3,sometimes,1,night,No
Madhuri Gudepu,21,Female,4th year,Computer Science,1:00 AM,8:30 AM,4,veg,2,3,sometimes,3,night,Yes
Pradium Meena,18,Male,2nd year,Mechanical Engineering,1:30 AM,9:00 AM,5,nonveg,4,2,never,2,night,No
Chandran Bapna,18,Female,1st year,English Literature,11:30 PM,8:00 AM,7,nonveg,3,1,sometimes,2,afternoon,Yes
Yashovardhan Khobragade,19,Male,2nd year,Electrical Engineering,11:00 PM,6:00 AM,5,veg,3,5,often,4,afternoon,Yes
Divya Kukreja,19,Female,1st year,English Literature,2:30 AM,10:00 AM,5,eggetarian,4,3,never,1,night,No
Aman Puri,19,Male,2nd year,Mathematics,11:00 PM,7:30 AM,3,nonveg,2,4,often,3,afternoon,Yes
Jenamani Nadhe,21,Female,4th year,Mathematics,11:00 PM,6:30 AM,1,nonveg,2,4,sometimes,5,morning,Yes
Mohsin Bhushan,19,Female,2nd year,Business Administration,2:00 AM,10:00 AM,2,nonveg,3,3,sometimes,3,night,No
Sanjit Agrawal,19,Male,2nd year,Mathematics,10:30 PM,6:00 AM,2,nonveg,3,4,often,4,morning,Yes
Piyush Dikshit,18,Male,1st year,Computer Science,1:00 AM,8:30 AM,5,nonveg,4,2,never,2,night,No
Agrim Pundir,19,Female,2nd year,Psychology,11:00 PM,5:30 AM,4,nonveg,4,4,sometimes,5,afternoon,Yes
Gayathri Ritikesh,21,Male,4th year,Business Administration,9:30 PM,5:30 AM,6,nonveg,2,2,never,1,morning,No
Tanishq Khanna,21,Male,4th year,Electrical Engineering,12:30 AM,8:00 AM,6,nonveg,3,2,never,2,afternoon,No
Eshma Deo,20,Male,3rd year,Computer Science,2:30 AM,11:00 AM,4,nonveg,4,5,often,4,night,No
Akshaya Sekhar,18,Male,1st year,Mechanical Engineering,11:00 PM,5:00 AM,3,veg,4,4,often,4,afternoon,Yes
Shivam Sanwal,18,Female,1st year,Biology,1:00 AM,8:30 AM,3,eggetarian,4,4,often,5,night,Yes
Bhanu Sutariya,19,Male,2nd year,Mechanical Engineering,11:00 PM,6:30 AM,3,eggetarian,4,3,never,3,morning,No
Ranjan Kalsi,19,Female,2nd year,Mechanical Engineering,1:00 AM,9:00 AM,4,veg,3,3,never,2,night,No
Bhanu Alam,21,Male,4th year,Psychology,10:30 PM,6:30 AM,3,veg,5,3,sometimes,3,morning,Yes
Dolly Dubey,18,Male,1st year,Business Administration,3:00 AM,12:00 PM,7,no_pref,3,3,sometimes,2,night,No
Abhay Alwadhi,18,Female,1st year,Electrical Engineering,3:00 AM,9:30 AM,3,veg,4,3,sometimes,3,night,Yes
Satvik Narayan,20,Male,3rd year,Electrical Engineering,2:30 AM,9:00 AM,4,veg,4,2,sometimes,4,night,Yes
Ashal Gaur,19,Female,1st year,Electrical Engineering,12:00 AM,7:30 AM,4,nonveg,3,2,never,2,night,No
Suramya Chandran,18,Non-binary,1st year,Biology,12:30 AM,8:30 AM,3,nonveg,3,2,often,5,afternoon,Yes
Tarushi Arya,18,Female,1st year,Electrical Engineering,11:00 PM,6:30 AM,4,nonveg,5,1,sometimes,2,morning,No
Aswathy Sasanka,21,Male,4th year,Mechanical Engineering,11:30 PM,7:30 AM,4,nonveg,4,2,sometimes,3,afternoon,Yes
Sharanya Saini,22,Male,4th year,Mechanical Engineering,3:00 AM,12:00 PM,7,nonveg,3,1,sometimes,1,night,Yes
Ramadoss Bansal,20,Female,3rd year,Electrical Engineering,2:30 AM,10:00 AM,5,nonveg,4,2,never,1,night,No
Tanishq Mourya,19,Male,2nd year,Psychology,10:00 PM,5:00 AM,8,nonveg,3,2,never,2,morning,Yes
Kanika Agarwal,19,Male,2nd year,Mechanical Engineering,1:30 AM,9:30 AM,2,eggetarian,3,3,sometimes,4,night,Yes
Vyom Khandekar,19,Female,2nd year,Psychology,1:30 AM,9:00 AM,2,nonveg,3,5,sometimes,3,night,No
Devanshu Keshari,21,Female,4th year,Biology,1:00 AM,9:00 AM,5,eggetarian,3,3,sometimes,3,night,No
Anadi Keshari,19,Female,2nd year,Psychology,1:30 AM,9:00 AM,6,no_pref,3,3,sometimes,1,night,No
Shivakumar Singhal,19,Male,2nd year,Business Administration,12:00 AM,7:00 AM,6,nonveg,4,2,never,1,afternoon,No
Aparna Shenoy,21,Male,4th year,Biology,2:00 AM,9:30 AM,3,veg,2,5,sometimes,4,night,Yes
Ateequa Bais,20,Male,3rd year,Computer Science,2:00 AM,10:00 AM,2,no_pref,3,3,sometimes,4,night,Yes
Sidarth Durgavansh,22,Female,4th year,Computer Science,11:00 PM,7:00 AM,4,veg,3,3,often,3,afternoon,No
Mahesh Singam,20,Non-binary,2nd year,Mechanical Engineering,11:30 PM,6:30 AM,1,nonveg,3,5,sometimes,4,afternoon,Yes
Utsav Gupta,18,Female,1st year,Biology,1:00 AM,8:00 AM,7,veg,5,4,never,2,night,No
Kori Munir,20,Male,3rd year,Business Administration,12:30 AM,7:00 AM,4,nonveg,2,4,sometimes,4,afternoon,Yes
Anjana Alam,22,Male,4th year,Computer Science,12:30 AM,8:00 AM,3,nonveg,2,5,sometimes,5,night,No
Varna Kwatra,20,Male,3rd year,Business Administration,10:00 PM,6:00 AM,6,eggetarian,2,1,never,2,morning,No
Garv Rajesh,20,Male,3rd year,Mathematics,11:30 PM,6:30 AM,3,nonveg,5,4,never,4,afternoon,No
Rishav Kalsi,22,Female,4th year,Psychology,1:30 AM,10:30 AM,1,eggetarian,4,5,sometimes,5,night,Yes
Sheshidhar Bhorkhade,18,Male,2nd year,Mechanical Engineering,1:30 AM,9:00 AM,3,veg,2,1,never,2,night,No
Stalin Tibrewal,19,Male,2nd year,Electrical Engineering,2:00 AM,8:30 AM,5,veg,3,4,sometimes,2,night,No
Punya Virani,21,Male,4th year,Mathematics,10:00 PM,6:30 AM,6,veg,3,2,never,1,morning,No
Anadi Kanchan,19,Female,2nd year,Business Administration,11:30 PM,6:30 AM,7,no_pref,2,1,sometimes,2,morning,No
Prakharendra Upadhyay,18,Male,1st year,Computer Science,10:30 PM,5:30 AM,7,no_pref,4,2,never,1,morning,No
Hemlata Rajesh,20,Male,3rd year,Psychology,1:00 AM,8:00 AM,4,nonveg,2,3,sometimes,4,night,Yes
Santosh Atri,19,Male,2nd year,Electrical Engineering,11:00 PM,6:00 AM,4,nonveg,4,1,often,3,morning,Yes
Rajendra Maheshwari,20,Female,3rd year,Biology,2:00 AM,8:30 AM,3,nonveg,3,1,never,1,night,No
Anita Kulkarni,19,Male,2nd year,Computer Science,11:00 PM,6:00 AM,3,nonveg,4,3,sometimes,4,morning,Yes
Asutosh Nischal,21,Male,4th year,Computer Science,10:30 PM,6:00 AM,6,veg,4,2,never,1,afternoon,No
Dinesh Mukherjee,21,Non-binary,4th year,Mathematics,11:30 PM,6:00 AM,4,veg,2,3,sometimes,3,afternoon,No
Shivangi Naaz,19,Male,2nd year,Mechanical Engineering,10:30 PM,5:00 AM,3,no_pref,4,3,never,3,morning,No
Hajira Randhawa,17,Female,1st year,Chemistry,1:30 AM,9:30 AM,5,nonveg,3,2,never,2,night,No
Dhairya Azhar,18,Male,1st year,Business Administration,10:00 PM,5:30 AM,5,no_pref,4,2,sometimes,1,morning,Yes
Sugathan Dhiman,18,Male,1st year,Electrical Engineering,11:30 PM,8:30 AM,3,veg,2,5,sometimes,4,afternoon,Yes
Karthikeyan Aenugu,18,Female,1st year,Mathematics,1:30 AM,9:00 AM,7,veg,2,3,never,1,night,No
Adhyantika Gadge,18,Female,1st year,Electrical Engineering,2:30 AM,11:00 AM,7,nonveg,4,3,sometimes,1,night,No
Deeksha Awasthi,20,Female,3rd year,English Literature,12:00 AM,7:30 AM,3,veg,3,2,sometimes,4,afternoon,Yes
Madhuri Sen,20,Female,3rd year,Biology,1:30 AM,9:30 AM,5,veg,4,3,never,2,night,No
Mudita Barman,20,Male,3rd year,Electrical Engineering,10:30 PM,6:00 AM,5,veg,3,1,never,2,morning,No
Munir Mourya,19,Female,2nd year,Biology,11:00 PM,6:30 AM,5,veg,3,2,never,1,afternoon,No
Ajeet Trivedi,19,Female,2nd year,English Literature,1:30 AM,9:30 AM,3,veg,4,4,often,4,night,Yes
Neeraj Afreen,19,Female,2nd year,Electrical Engineering,1:30 AM,10:30 AM,1,nonveg,3,3,sometimes,5,night,Yes
Vishal Desabathula,18,Female,1st year,Chemistry,1:00 AM,9:00 AM,2,veg,4,4,often,5,night,Yes
Shaileja Malviya,18,Male,1st year,Biology,9:30 PM,4:30 AM,5,nonveg,3,3,never,1,morning,No
Balamurugan Roy,19,Male,2nd year,Mechanical Engineering,11:00 PM,5:00 AM,5,veg,4,1,sometimes,1,morning,No
Ali Swain,22,Male,4th year,Business Administration,1:30 AM,9:00 AM,3,eggetarian,3,4,often,5,night,Yes
Bilal Dahlan,19,Male,2nd year,Computer Science,10:00 PM,6:00 AM,6,nonveg,4,3,never,3,afternoon,No
Adil Grover,18,Male,1st year,Business Administration,1:30 AM,9:00 AM,3,veg,2,2,sometimes,3,night,Yes
Poornima Wadhawan,18,Male,1st year,Mathematics,2:00 AM,10:30 AM,5,nonveg,3,3,sometimes,2,night,No
Madhusudan Bhorkhade,18,Female,1st year,Biology,12:00 AM,7:00 AM,3,nonveg,2,5,often,4,afternoon,No
Prathmesh Lalchandani,21,Female,4th year,Chemistry,12:30 AM,8:00 AM,7,veg,2,2,never,1,afternoon,No
Mayukh Navas,21,Female,4th year,Mathematics,10:30 PM,6:00 AM,3,nonveg,3,3,often,3,morning,Yes
Eashan Priyadarshini,18,Male,2nd year,Chemistry,10:30 PM,7:00 AM,3,veg,3,4,sometimes,3,afternoon,No
Kushan Banothu,18,Male,1st year,Computer Science,1:30 AM,10:00 AM,4,nonveg,2,2,sometimes,1,night,Yes
Ramsundar Nandakumar,21,Male,4th year,Mechanical Engineering,12:00 AM,8:00 AM,5,nonveg,3,5,often,4,afternoon,Yes
Sasi Kalsi,21,Male,4th year,Chemistry,11:00 PM,6:30 AM,2,veg,2,3,sometimes,3,morning,No
Himani Samaddar,23,Male,4th year,English Literature,1:30 AM,11:00 AM,3,nonveg,3,4,often,5,night,Yes
Tanish Mann,21,Male,4th year,Mathematics,2:00 AM,9:30 AM,4,veg,4,3,sometimes,4,night,Yes
Desh Prajapati,20,Male,3rd year,Mathematics,10:30 PM,4:30 AM,6,nonveg,3,2,never,2,morning,No
Abhigya Negi,18,Male,1st year,Mechanical Engineering,1:30 AM,9:30 AM,2,veg,4,4,never,4,night,No
Zaineb Mahajan,18,Female,1st year,Chemistry,10:30 PM,6:30 AM,6,nonveg,4,2,never,2,morning,No
Ankit Katta,19,Male,2nd year,Electrical Engineering,11:00 PM,7:00 AM,5,nonveg,3,2,sometimes,3,afternoon,Yes
Mukesh Srivastava,21,Male,4th year,Computer Science,2:00 AM,9:30 AM,1,nonveg,4,4,sometimes,4,night,Yes
Parul Kannaujia,21,Male,4th year,Biology,11:30 PM,8:30 AM,3,nonveg,3,3,never,3,afternoon,No
Jagadeesh Chaurasiya,18,Female,1st year,Psychology,11:30 PM,5:30 AM,3,nonveg,2,2,sometimes,3,afternoon,Yes
Sankalp Sonker,20,Male,3rd year,Chemistry,10:00 PM,5:00 AM,4,veg,3,1,never,1,morning,No
Akash Yamala,20,Female,3rd year,Psychology,12:00 AM,8:30 AM,1,nonveg,3,5,sometimes,5,afternoon,No
Snigdha Aishwary,19,Male,2nd year,Mechanical Engineering,11:30 PM,7:00 AM,4,veg,3,1,often,3,night,Yes
Eshma Shingh,19,Male,2nd year,Computer Science,10:00 PM,6:00 AM,2,nonveg,4,5,often,4,afternoon,Yes
Roma Singhal,20,Male,2nd year,Computer Science,10:30 PM,5:30 AM,7,nonveg,3,1,sometimes,2,morning,Yes
Shreyasi Parul,19,Male,2nd year,Biology,11:30 PM,7:00 AM,6,nonveg,3,2,sometimes,3,afternoon,No
Ashit Zehra,20,Female,3rd year,Psychology,12:00 AM,8:30 AM,7,eggetarian,4,2,never,2,night,No
Suramya Deshmukh,20,Male,3rd year,Business Administration,1:00 AM,9:00 AM,6,nonveg,3,2,sometimes,1,night,Yes
Hariom Selvaraj,18,Male,1st year,Electrical Engineering,1:30 AM,9:00 AM,2,nonveg,4,3,sometimes,3,night,No
Sudhanshu Gurnani,20,Male,3rd year,Electrical Engineering,11:00 PM,8:30 AM,6,nonveg,3,1,never,2,morning,No
Indu Bisht,18,Male,1st year,Biology,1:30 AM,9:00 AM,2,veg,3,5,often,4,night,Yes
Ishwa Baiswar,21,Male,4th year,Mechanical Engineering,10:30 PM,6:00 AM,4,nonveg,3,2,sometimes,3,morning,No
Munthala Saraswat,21,Non-binary,4th year,Computer Science,11:30 PM,7:00 AM,5,nonveg,3,2,never,2,afternoon,No
Indra Malekar,20,Male,3rd year,Electrical Engineering,11:30 PM,6:30 AM,2,nonveg,4,4,sometimes,3,afternoon,No
Divyanshi Narala,19,Female,3rd year,Mechanical Engineering,10:00 PM,5:30 AM,4,eggetarian,2,3,sometimes,3,morning,No
Sudheer Sikarwar,18,Female,1st year,Business Administration,10:30 PM,5:30 AM,2,veg,2,3,sometimes,3,morning,No
Fatima Machhan,21,Female,3rd year,English Literature,11:00 PM,5:00 AM,6,nonveg,4,2,sometimes,2,morning,No
Kalyani Theratipally,19,Male,2nd year,Mechanical Engineering,11:30 PM,7:30 AM,4,nonveg,4,5,often,4,afternoon,Yes
Mamta Kanchapu,20,Female,3rd year,Business Administration,12:30 AM,8:30 AM,4,vegan,3,3,sometimes,3,night,Yes
Kritika Sagar,22,Male,4th year,Mathematics,1:30 AM,7:30 AM,7,nonveg,4,2,sometimes,2,night,No
Prakhar Francis,19,Male,2nd year,Biology,11:30 PM,7:00 AM,3,nonveg,4,5,sometimes,4,afternoon,Yes
Hemavarun Mehta,18,Male,2nd year,Mechanical Engineering,1:30 AM,8:30 AM,4,veg,4,2,often,4,night,Yes
Satendra Majeed,18,Male,1st year,Psychology,1:30 AM,10:00 AM,2,nonveg,1,4,sometimes,5,night,Yes
Laxmi Barman,19,Male,2nd year,Business Administration,1:30 AM,9:30 AM,3,veg,2,3,often,4,night,Yes
