name,study_hours_per_day,cleanliness,noise_tolerance,introvert_extrovert,year,guest_freq,gender_Female,gender_Male,gender_Non-binary,diet_eggetarian,diet_no_pref,diet_nonveg,diet_veg,diet_vegan,study_time_afternoon,study_time_morning,study_time_night,sleep_sin,sleep_cos
Sriansh Magdum,0.3333,1.0,1.5,0.75,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Zoheb Kesarwani,0.4444,1.5,1.125,0.5,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Upasana Chaudhary,0.3333,1.0,1.125,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,1.8
Sanjeev Israni,0.1111,1.5,0.375,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Shivin Garud,0.2222,0.5,0.75,1.0,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Sunny Upadhyay,0.2222,1.5,1.125,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Divya Rauniyar,0.5556,0.5,0.75,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-1.0958,1.428
Deepanshu Koppula,0.0,1.5,1.5,0.75,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.4659,1.7387
Vishwas Sitaram,0.4444,1.0,0.75,0.5,1.0,0.5,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2349,1.7846
Vishnu Khandekar,0.5556,0.5,0.375,0.0,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,1.8
Anshul Masood,0.6667,1.0,0.375,0.25,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Niti Waykos,0.4444,1.0,0.375,0.25,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Khanak Vishwakarma,0.6667,1.0,0.375,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-1.0958,1.428
Asthana Kasaudhan,0.3333,1.5,1.125,0.25,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Siddhi Banothu,0.5556,0.0,0.375,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Priyanka Mathur,0.2222,1.5,0.75,0.25,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Kamini Machra,0.2222,2.0,0.75,0.5,0.3333,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Aashish Mahapatra,0.4444,1.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.9,1.5588
Shubh Fatima,0.4444,0.5,0.375,0.5,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Sahil Vikram,0.4444,1.5,0.75,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.2349,1.7846
Shreyaansh Chhateja,0.3333,2.0,0.75,0.25,0.3333,0.5,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Machhan Sasanka,0.0,2.0,1.125,0.75,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,-0.4659,1.7387
Sonu Durgavanshi,0.4444,1.0,0.375,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.9,1.5588
Sudhakar Dhiman,0.3333,1.0,0.375,0.0,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Sudhakar Huque,0.0,0.5,1.125,1.0,0.6667,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.2349,1.7846
Vertika Rizwan,0.3333,1.0,0.375,0.25,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Kavya Dhindhwal,0.2222,1.0,1.125,0.75,0.6667,0.5,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Thaanya Rajendra,0.2222,1.0,0.75,0.75,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.2349,1.7846
Mukesh Dahlan,0.5556,0.5,0.75,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Aakanksha Dahiya,0.3333,1.0,1.125,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.6888,1.663
Dwijaa Hasni,0.2222,1.0,0.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Pranav Bansal,0.4444,1.0,0.75,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Himadri Mittal,0.5556,0.5,0.375,0.25,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.4659,1.7387
Shubhi Chaurasia,0.3333,0.5,0.75,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Kaustubh Barnwal,0.3333,1.0,1.125,0.5,0.6667,0.5,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Purvi Poddar,0.4444,1.0,0.375,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Jenamani Machra,0.2222,2.0,0.75,0.0,0.6667,0.0,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-1.0958,1.428
Palak Rajput,0.4444,1.5,0.75,0.25,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Anadi Sanwal,0.6667,1.0,0.375,0.25,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Atiq Jodha,0.2222,1.5,0.75,0.75,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Aswathy Inavolu,0.1111,0.5,1.125,0.75,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Prasun Choudhary,0.2222,0.5,1.125,0.75,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Vishwas Wasif,0.6667,1.0,0.375,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.2349,1.7846
Sudheer Chowdhury,0.3333,2.0,0.375,0.5,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Apratim Rajput,0.5556,1.0,0.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Jai Mehendale,0.8889,1.5,0.75,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Devanshu Hanif,0.3333,0.5,0.75,0.5,0.6667,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Saurav Juneja,0.3333,1.5,0.375,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Kavya Israni,0.4444,1.0,0.75,0.25,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Aqib Guha,0.3333,1.5,1.125,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Nahid Chirag,0.2222,1.5,0.75,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Punya Jeykumaran,0.5556,1.5,0.75,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Supriya Adhaulia,0.5556,1.0,0.375,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Tabish Goel,0.5556,1.0,0.375,0.0,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Navodit Chellani,0.1111,0.5,1.125,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Aakriti Malviya,0.4444,1.5,0.75,0.0,0.6667,0.5,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Avanish Upreti,0.4444,1.0,0.375,0.25,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.2349,1.7846
Aarvi Ahmed,0.0,1.0,0.75,0.75,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.9,1.5588
Rakhee Virani,0.3333,1.0,0.75,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Rohan Ranjan,0.2222,1.0,0.75,1.0,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.0958,1.428
Gunjan Chaubey,0.5556,1.5,0.375,0.25,0.6667,0.5,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Satwik Sirohi,0.1111,1.0,1.5,0.75,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.4659,1.7387
Karan Devi,0.4444,0.5,0.375,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Nethaji Gayathri,0.6667,1.0,0.375,0.25,0.6667,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Bhawna Gupta,0.3333,1.0,0.0,0.25,0.3333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Akshat Fathima,0.1111,0.5,1.125,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Amar Sirohi,0.1111,2.0,0.375,0.25,0.0,0.5,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Garv Sutariya,0.3333,1.5,0.375,0.5,1.0,0.5,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Sekhar Koppula,0.5556,0.5,0.375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.4659,1.7387
Atiq Kanchapu,0.2222,1.0,1.5,1.0,0.3333,0.5,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Deepak Sain,0.4444,1.5,0.375,0.25,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Purnima Putta,0.3333,1.0,0.75,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.2349,1.7846
Vangara Sawlani,0.3333,0.5,0.75,0.5,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Deepak Bhadauria,0.3333,1.0,1.125,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,1.8
Sulochana Katta,0.4444,1.0,0.75,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Shatakshi Goswami,0.1111,1.5,1.125,0.75,0.6667,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Gaush Bhattacharjee,0.4444,1.0,0.375,0.25,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Tanpreet Pokhriyal,0.3333,1.0,1.125,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.2728,1.2728
Sajmi Gupta,0.2222,1.5,0.75,0.75,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Shagun Patra,0.4444,1.5,0.375,0.25,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.2349,1.7846
Sapna Kulal,0.0,2.0,1.125,1.0,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Naseer Gangwal,0.3333,1.5,0.375,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Mini Gite,0.3333,1.0,0.375,0.5,0.3333,0.5,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Shraddha Sawlani,0.3333,1.5,0.375,0.0,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Sujan Aleem,0.4444,1.5,0.375,0.25,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,-0.2349,1.7846
Kanha Mahajan,0.2222,1.5,0.75,0.75,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Yusuf Jassal,0.0,1.0,0.75,0.75,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Pallavi Bhatia,0.5556,0.5,0.375,0.0,1.0,0.5,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2728,1.2728
Nishu Haokip,0.6667,1.5,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Shaad Rakhecha,0.3333,1.5,1.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Tarun Manchikanti,0.1111,1.5,1.125,0.75,0.6667,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Jodha Gurnani,0.3333,0.5,0.375,0.5,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.0958,1.428
Harshita Mahalka,0.3333,1.5,0.75,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Apoorva Pokhriyal,0.2222,1.5,1.5,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Kishor Agarwal,0.0,1.5,1.5,0.75,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Hammaad Balmiki,0.6667,1.5,1.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Priyesh Kothari,0.2222,1.5,1.125,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.4659,1.7387
Sayan Kavi,0.0,1.5,1.125,0.75,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.9,1.5588
Kushan Puri,0.4444,1.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Lalit Bugalia,0.4444,1.0,0.75,0.75,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Shailesh Goswami,0.3333,1.5,0.0,0.0,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Aakash Bindal,0.3333,1.0,0.75,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Akshat Singhania,0.4444,0.5,0.75,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Poornima Sah,0.2222,1.0,1.5,0.75,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,0.0,0.0,-0.2349,1.7846
Anshika Rishiraj,0.4444,1.0,1.125,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.0958,1.428
Naman Chaudhari,0.8889,0.5,0.375,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Noopur Agarawal,0.3333,2.0,1.125,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Aviral Aenugu,0.5556,1.0,0.375,0.25,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Aakanksha Sirohi,0.2222,1.5,0.75,0.75,0.6667,0.5,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Rishab Ray,0.3333,1.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-1.0958,1.428
Srasti Verma,0.0,1.5,1.5,0.75,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Rouby Rasheed,0.5556,1.0,0.375,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Riya Keshri,0.5556,0.0,1.125,0.5,0.6667,0.5,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Swasti Tejaswini,0.2222,0.5,0.75,0.25,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Parth Surabhi,0.2222,1.0,0.75,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Manshi Gayathri,0.2222,1.5,0.375,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.2349,1.7846
Divyam Khokhar,0.1111,1.0,0.75,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.9,1.5588
Virat Kanchapu,0.3333,1.0,1.125,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,1.8
Prabhjot Tandon,0.3333,0.5,0.75,0.5,0.3333,0.5,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Shatakshi Prabhu,0.1111,1.5,0.75,0.5,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Tariq Keshwani,0.5556,1.0,0.375,0.25,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.2349,1.7846
Mugdha Ruqaiya,0.1111,1.0,1.5,1.0,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.6888,1.663
Pushkar Shinde,0.4444,0.5,0.375,0.25,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Ramkrishna Saini,0.1111,1.0,1.5,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Nemi Sarraf,0.4444,1.0,0.375,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.2728,1.2728
Pranidhi Sura,0.3333,0.5,0.375,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Kanika Theratipally,0.3333,0.0,1.125,0.5,0.3333,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Kalash Durgavansh,0.3333,2.0,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Akhand Mehrotra,0.5556,1.5,0.375,0.0,0.0,0.5,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Sanjeeda Dev,0.6667,1.0,0.0,0.25,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Jaykant Narala,0.1111,1.5,0.75,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Aanchal Azmi,0.2222,1.5,1.125,0.75,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Aeman Bano,0.5556,1.5,0.375,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-1.0958,1.428
Dhruv Bharadwaj,0.4444,1.5,1.125,0.5,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Sweta Chakrabortty,0.6667,1.0,0.375,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Deependra Teja,0.6667,1.0,0.375,0.25,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Prajeeth Dhinoja,0.2222,1.5,0.375,0.5,0.3333,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Parul Prakash,0.0,0.5,0.75,1.0,0.3333,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Ravisankar Saraf,0.0,1.0,0.75,0.75,0.6667,1.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Babli Suresh,0.5556,1.5,0.75,0.25,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Mridul Dhaka,0.1111,0.0,1.5,0.75,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.9,1.5588
Chaitanya Suman,0.6667,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Abhilasha Magdum,0.2222,1.5,0.375,0.5,0.3333,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Saumya Johari,0.5556,1.0,0.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.9,1.5588
Kaushik Tekchandani,0.2222,1.0,1.5,0.75,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Vigneshwaran Misra,0.2222,0.5,0.75,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Isha Nagraj,0.1111,1.0,0.375,0.0,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Rakesh Rawat,0.1111,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Vigneshwaran Misra,0.4444,1.0,0.75,0.5,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.4659,1.7387
Raghwendra Sitaram,0.1111,1.0,1.5,1.0,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Vaishali Azhar,0.5556,1.0,0.375,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Rupal Chetan,0.5556,2.0,0.375,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Shukant Sura,0.5556,1.0,0.0,0.25,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Atishay Tulshidas,0.2222,1.0,1.125,0.75,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Surajit Vishwakarma,0.4444,1.0,0.375,0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
